Date,PunchCode,WorkType,Hours,NoOfMan,SystemHours,Quantity,ResourceKPI,SystemKPI
2024-05-06,214,214,24.68,3.085,10.686388,16919.0,685.534846,1583.229057
2024-05-07,215,215,50.42,6.3025,33.371388,14199.0,281.614438,425.48425
2024-05-08,209,209,89.9,11.2375,42.571388,24163.0,268.776418,567.587789
2024-05-08,215,215,30.4,3.8,21.134166,10226.0,336.381578,483.861061
2024-05-10,211,211,61.64,7.705,8.451388,3518.0,57.073329,416.262985
2024-05-10,214,214,37.62,4.7025,19.784722,19163.0,509.383306,968.575651
2024-05-13,209,209,96.58,12.0725,32.098888,27087.0,280.461793,843.861008
2024-05-14,209,209,92.21,11.52625,51.555833,26307.0,285.294436,510.26234
2024-05-16,209,209,47.06,5.8825,30.272777,13819.0,293.646408,456.482733
2024-05-16,215,215,48.19,6.02375,32.708055,15317.0,317.846026,468.29443
2024-05-17,213,213,18.55,2.31875,18.153611,11956.0,41.293801,42.195462
2024-04-25,214,214,21.85,2.73125,17.052777,13895.0,635.926773,814.823298
2024-04-26,211,211,40.2,5.025,5.819444,5632.0,140.099502,967.79005
2024-04-26,214,214,23.95,2.99375,13.915555,52463.0,2190.52192,3770.097563
2024-04-28,209,209,0.0,0.0,4.396388,2317.0,0.0,527.023547
2024-04-29,211,211,57.8,7.225,11.456111,3144.0,54.394463,274.438681
2024-04-30,213,213,18.2,2.275,15.779444,3663.0,55.0,63.436963
2024-05-01,209,209,0.0,0.0,3.289722,1754.0,0.0,533.175751
2024-05-01,215,215,3.23,0.40375,2.312777,1210.0,374.613003,523.180574
2024-05-02,211,211,63.53,7.94125,10.696944,5206.0,81.945537,486.681055
2024-05-02,214,214,25.52,3.19,18.67,35674.0,1397.884012,1910.765934
2024-05-03,209,209,92.42,11.5525,38.135833,35235.0,381.248647,923.93419
2024-05-03,215,215,25.55,3.19375,21.109166,15046.0,588.88454,712.770935
2024-05-06,215,215,49.87,6.23375,40.566388,16543.0,331.722478,407.800664
2024-05-07,209,209,69.15,8.64375,39.814722,18816.0,272.104121,472.589008
2024-05-08,213,213,15.19,1.89875,5.793611,2061.0,56.879526,149.129791
2024-05-10,215,215,35.94,4.4925,26.011388,11809.0,328.575403,453.993458
2024-05-12,209,209,0.0,0.0,6.245555,2469.0,0.0,395.321152
2024-05-12,215,215,7.23,0.90375,7.669722,2694.0,372.614107,351.251323
2024-05-13,213,213,12.0,1.5,2.211666,1037.0,58.25,316.051339
2024-05-14,213,213,9.2,1.15,3.523888,2001.0,91.847826,239.791957
2024-05-15,211,211,49.06,6.1325,9.825,3854.0,78.556869,392.264631
2024-05-15,214,214,34.59,4.32375,20.949166,22925.0,662.763804,1094.31564
2024-05-16,213,213,13.91,1.73875,4.514166,4121.0,69.590223,214.436066
2024-05-17,214,214,27.15,3.39375,18.154166,34676.0,1277.200736,1910.08499
2024-05-19,215,215,2.5,0.3125,2.240833,1249.0,499.6,557.382009
2024-05-20,213,213,14.92,1.865,7.238888,4622.0,40.75067,83.990801
2024-05-21,211,211,82.0,10.25,14.604722,5340.0,65.121951,365.635169
2024-05-21,214,214,31.5,3.9375,17.425833,22492.0,714.031746,1290.727393
2024-05-22,213,213,14.78,1.8475,5.139166,1377.0,40.121786,115.388372
2024-05-23,211,211,41.02,5.1275,10.483055,2925.0,71.306679,279.021716
2024-05-23,214,214,27.02,3.3775,16.47,17698.0,654.996299,1074.559805
2024-05-24,211,211,50.05,6.25625,8.849444,3356.0,67.052947,379.232864
2024-05-24,214,214,27.71,3.46375,18.709444,28663.0,1034.391916,1532.007044
2024-05-27,215,215,30.34,3.7925,25.574444,11560.0,381.015161,452.013736
2024-05-28,209,209,114.4,14.3,77.316111,32644.0,285.34965,422.214717
2024-05-28,215,215,75.25,9.40625,50.45,17023.0,226.219269,337.423191
2024-05-29,213,213,14.3,1.7875,5.225277,1684.0,40.629371,111.190278
2024-05-30,215,215,29.33,3.66625,27.530833,12303.0,419.468121,446.880775
2024-05-31,213,213,14.97,1.87125,2.767777,1653.0,29.458918,159.333646
2024-06-02,209,209,0.0,0.0,1.225833,495.0,0.0,403.807043
2024-06-03,209,209,82.2,10.275,55.273888,23248.0,282.822384,420.59643
2024-06-04,211,211,68.4,8.55,11.177222,3985.0,58.260233,356.528661
2024-06-05,211,211,60.14,7.5175,8.616388,3689.0,61.340206,428.137637
2024-06-05,214,214,58.36,7.295,39.180555,40949.0,701.662097,1045.135782
2024-06-07,213,213,25.69,3.21125,17.940555,11036.0,36.278708,51.94934
2024-06-09,215,215,3.08,0.385,2.722222,1502.0,487.662337,551.755147
2024-06-10,209,209,153.2,19.15,78.584166,34160.0,222.976501,434.693167
2024-06-10,215,215,49.72,6.215,43.381944,14215.0,285.901045,327.670885
2024-06-11,215,215,56.54,7.0675,48.008055,18294.0,323.558542,381.061053
2024-06-12,214,214,100.83,12.60375,63.874444,68527.0,679.629078,1072.839084
2024-06-14,209,209,46.38,5.7975,37.434166,14235.0,306.921086,380.267587
2024-06-16,214,214,22.8,2.85,13.150277,40305.0,1767.763157,3064.954449
2024-06-17,211,211,72.04,9.005,12.153888,5132.0,71.2382,422.25171
2024-06-17,214,214,73.43,9.17875,39.783888,36281.0,494.089609,911.952094
2024-06-18,213,213,42.46,5.3075,21.591388,28611.0,33.13707,65.16487
2024-06-19,213,213,20.26,2.5325,6.68,2072.0,33.958539,102.994012
2024-06-20,213,213,28.61,3.57625,10.128888,6326.0,30.828382,87.077673
2024-06-25,213,213,63.34,7.9175,33.318611,36632.0,17.713925,33.674873
2024-06-26,209,209,53.87,6.73375,37.798888,15432.0,286.467421,408.265978
2024-06-27,209,209,69.53,8.69125,37.594722,16095.0,231.482813,428.118606
2024-06-27,215,215,33.31,4.16375,29.516944,9353.0,280.78655,316.868846
2024-06-28,211,211,47.85,5.98125,8.797777,1843.0,38.516196,209.484736
2024-06-28,214,214,44.05,5.50625,19.203611,16459.0,373.643586,857.07839
2024-06-30,209,209,0.0,0.0,0.586944,212.0,0.0,361.19289
2024-06-30,215,215,0.0,0.0,2.708333,2123.0,0.0,783.877019
2024-07-01,213,213,37.83,4.72875,14.314722,15697.0,14.776632,39.050706
2024-07-02,211,211,55.03,6.87875,7.982222,3475.0,63.147374,435.342439
2024-07-02,214,214,92.81,11.60125,62.864722,76186.0,820.88137,1211.903871
2024-07-03,209,209,72.75,9.09375,45.149722,17814.0,244.865979,394.553924
2024-07-03,215,215,29.2,3.65,18.338888,8441.0,289.075342,460.278725
2024-07-04,213,213,16.35,2.04375,11.716111,10187.0,38.042813,53.089289
2024-07-05,214,214,67.84,8.48,30.055833,26054.0,384.050707,866.853365
2024-04-09,213,213,12.44,1.555,5.376388,2589.0,68.890675,159.400698
2024-04-10,211,211,53.35,6.66875,8.668333,2680.0,50.234301,309.171325
2024-04-10,214,214,27.41,3.42625,14.673888,22401.0,817.256475,1526.589272
2024-04-11,209,209,68.39,8.54875,31.662777,17685.0,258.590437,558.54229
2024-04-12,213,213,13.16,1.645,6.513888,3523.0,73.93617,149.373155
2024-04-15,214,214,16.99,2.12375,5.420277,27338.0,1609.064155,5043.653673
2024-04-16,211,211,52.24,6.53,5.928333,3647.0,69.812404,615.181367
2024-04-16,214,214,27.17,3.39625,12.232222,22275.0,819.838056,1821.010115
2024-04-17,213,213,10.77,1.34625,3.656666,1816.0,58.21727,171.46767
2024-04-18,209,209,42.37,5.29625,27.527222,8609.0,203.186216,312.744962
2024-04-18,215,215,23.58,2.9475,22.384166,10768.0,456.658184,481.05433
2024-04-19,211,211,34.34,4.2925,6.159166,2555.0,74.403028,414.82889
2024-04-19,214,214,33.82,4.2275,15.785555,18729.0,553.784742,1186.46446
2024-04-22,211,211,52.44,6.555,8.896111,2312.0,44.088482,259.888843
2024-04-22,214,214,39.4,4.925,18.466944,49797.0,1263.883248,2696.54795
2024-04-23,213,213,14.68,1.835,6.461111,2705.0,61.716621,140.223562
2024-04-24,209,209,77.72,9.715,51.826111,26790.0,344.698919,516.920901
2024-04-25,215,215,32.0,4.0,25.804444,9988.0,312.125,387.065111
2024-04-26,215,215,22.57,2.82125,17.483333,8416.0,372.884359,481.372745
2024-04-29,209,209,73.6,9.2,47.144722,21220.0,288.315217,450.103407
2024-04-29,215,215,49.52,6.19,39.291388,19681.0,397.435379,500.898568
2024-04-30,211,211,63.5,7.9375,7.893333,2852.0,44.913385,361.317582
2024-04-30,214,214,28.43,3.55375,16.573055,44322.0,1558.986985,2674.34097
2024-05-02,215,215,37.06,4.6325,28.610555,10497.0,283.243389,366.892568
2024-05-03,213,213,8.01,1.00125,7.058055,2763.0,87.141074,98.8941
2024-05-06,209,209,55.41,6.92625,39.395277,14547.0,262.533838,369.257462
2024-05-07,213,213,17.75,2.21875,8.744166,3241.0,46.366197,94.119897
2024-05-08,214,214,19.28,2.41,18.211666,15178.0,787.240663,833.421829
2024-05-09,215,215,7.17,0.89625,4.1675,2001.0,279.079497,480.143971
2024-05-10,209,209,78.12,9.765,39.183333,24875.0,318.420378,634.836245
2024-05-13,211,211,74.55,9.31875,10.433333,4660.0,62.508383,446.645381
2024-05-13,214,214,25.0,3.125,10.832777,28982.0,1159.28,2675.39893
2024-05-14,211,211,49.06,6.1325,18.151666,6016.0,122.625356,331.429632
2024-05-14,214,214,31.93,3.99125,19.449722,23007.0,720.544942,1182.896084
2024-05-15,209,209,68.12,8.515,34.013888,18413.0,270.302407,541.337702
2024-05-15,215,215,35.37,4.42125,25.71,10465.0,295.872208,407.040062
2024-05-17,211,211,55.42,6.9275,5.185833,1853.0,33.435582,357.319643
2024-05-19,209,209,0.0,0.0,7.016388,2544.0,0.0,362.57972
2024-05-21,215,215,46.7,5.8375,37.167777,19038.0,407.665952,512.217881
2024-05-22,211,211,58.28,7.285,9.626666,3509.0,60.209334,364.508335
2024-05-22,214,214,32.79,4.09875,16.266944,29582.0,902.165294,1818.534569
2024-05-23,215,215,43.78,5.4725,34.02,16668.0,380.72179,489.947089
2024-05-24,209,209,45.28,5.66,29.323055,10037.0,221.665194,342.290392
2024-05-24,215,215,27.45,3.43125,23.883888,9248.0,336.90346,387.206639
2024-05-27,209,209,78.51,9.81375,50.594166,22104.0,281.543752,436.888316
2024-05-28,213,213,25.0,3.125,12.851944,13731.0,46.6,90.647765
2024-05-30,209,209,66.08,8.26,36.114444,17552.0,265.617433,486.010528
2024-06-03,213,213,22.23,2.77875,6.831388,1764.0,31.354026,102.029046
2024-06-04,209,209,71.12,8.89,53.688333,21306.0,299.578177,396.845996
2024-06-04,215,215,32.52,4.065,27.516388,11549.0,355.135301,419.713517
2024-06-05,215,215,56.61,7.07625,43.084722,14660.0,258.964847,340.259825
2024-06-07,214,214,47.93,5.99125,34.221944,25022.0,522.052993,731.168281
2024-06-09,209,209,0.0,0.0,0.695555,295.0,0.0,424.121744
2024-06-10,213,213,19.25,2.40625,7.239722,2951.0,42.701299,113.540271
2024-06-11,209,209,98.24,12.28,77.541944,30930.0,314.841205,398.880894
2024-06-12,211,211,77.99,9.74875,13.412777,6340.0,81.292473,472.68362
2024-06-13,211,211,54.37,6.79625,8.005277,2136.0,39.286371,266.823996
2024-06-13,214,214,88.43,11.05375,52.2175,32919.0,372.260545,630.420835
2024-06-14,213,213,20.1,2.5125,8.119166,4411.0,39.651741,98.162792
2024-06-16,209,209,0.0,0.0,1.024722,551.0,0.0,537.706812
2024-06-16,215,215,2.82,0.3525,1.878333,1478.0,524.113475,786.86793
2024-06-17,215,215,52.27,6.53375,37.945833,13191.0,252.362731,347.627103
2024-06-18,211,211,77.87,9.73375,12.145555,3977.0,51.072299,327.444896
2024-06-18,214,214,94.27,11.78375,48.234166,39044.0,414.172058,809.467712
2024-06-20,211,211,43.33,5.41625,6.199444,1471.0,33.948765,237.279343
2024-06-20,214,214,47.34,5.9175,19.015277,10362.0,218.884664,544.930268
2024-06-23,209,209,0.0,0.0,0.946666,514.0,0.0,542.958128
2024-06-23,215,215,3.03,0.37875,2.448611,1499.0,494.719471,612.183805
2024-06-24,211,211,46.81,5.85125,11.480833,2082.0,44.477675,181.345726
2024-06-24,214,214,84.21,10.52625,44.550555,47485.0,563.887899,1065.867754
2024-06-25,211,211,65.4,8.175,16.883888,4452.0,68.073394,263.683341
2024-06-25,214,214,101.07,12.63375,58.562222,89307.0,883.615316,1524.993365
2024-04-23,214,214,33.8,4.225,17.570555,18449.0,545.828402,1049.99529
2024-04-24,213,213,9.82,1.2275,4.351944,911.0,53.564155,120.865526
2024-04-25,209,209,71.14,8.8925,26.175833,11366.0,159.769468,434.217317
2024-04-26,209,209,62.68,7.835,35.581388,16005.0,255.344607,449.813818
2024-04-29,213,213,15.97,1.99625,5.717777,1640.0,51.659361,144.286844
2024-04-30,215,215,32.34,4.0425,27.065,12518.0,387.074829,462.516164
2024-05-02,209,209,93.45,11.68125,60.863611,25739.0,275.430711,422.896367
2024-05-05,215,215,5.22,0.6525,4.980277,1797.0,344.252873,360.823303
2024-05-06,213,213,15.12,1.89,4.758055,1443.0,53.108466,168.766439
2024-05-07,211,211,71.65,8.95625,13.376944,3742.0,52.226099,279.735042
2024-05-07,214,214,42.82,5.3525,21.958611,34046.0,795.095749,1550.462367
2024-05-08,211,211,71.87,8.98375,8.726111,5324.0,74.078196,610.122882
2024-05-09,209,209,0.0,0.0,5.096944,2542.0,0.0,498.730219
2024-05-10,213,213,18.92,2.365,4.609166,2561.0,59.513742,244.295823
2024-05-13,215,215,13.68,1.71,16.745,5441.0,397.733918,324.932815
2024-05-14,215,215,41.59,5.19875,38.637222,19070.0,458.523683,493.565505
2024-05-15,213,213,9.2,1.15,5.496388,1028.0,56.521739,94.607586
2024-05-16,211,211,75.76,9.47,11.089166,2954.0,38.991552,266.386128
2024-05-16,214,214,35.85,4.48125,17.800277,19542.0,545.104602,1097.848084
2024-05-17,209,209,31.16,3.895,33.992222,10088.0,323.748395,296.773773
2024-05-17,215,215,46.77,5.84625,42.156388,11923.0,254.928372,282.827836
2024-05-20,211,211,50.03,6.25375,10.039166,3081.0,61.58305,306.898003
2024-05-20,214,214,16.77,2.09625,9.594722,16788.0,1001.073345,1749.711977
2024-05-21,209,209,73.36,9.17,52.940555,23464.0,319.847328,443.214091
2024-05-22,215,215,35.86,4.4825,33.784722,10552.0,294.255437,312.330526
2024-05-23,209,209,44.76,5.595,31.605833,13884.0,310.187667,439.286001
2024-05-24,213,213,15.49,1.93625,4.063333,985.0,26.920594,102.625111
2024-05-26,209,209,0.0,0.0,1.851944,746.0,0.0,402.819955
2024-05-26,215,215,1.85,0.23125,2.1225,1337.0,722.702702,629.91755
2024-05-27,213,213,13.72,1.715,2.727777,1289.0,30.466472,153.238333
2024-05-29,211,211,65.81,8.22625,9.680277,6392.0,97.128096,660.311683
2024-05-29,214,214,39.92,4.99,18.653888,27129.0,679.584168,1454.334881
2024-05-30,213,213,20.81,2.60125,10.317222,8678.0,41.037963,82.77422
2024-05-31,211,211,51.36,6.42,13.733888,4442.0,86.487538,323.433538
2024-05-31,214,214,51.45,6.43125,38.834722,56531.0,1098.756073,1455.68185
2024-06-03,211,211,57.45,7.18125,9.245833,4427.0,77.058311,478.810292
2024-06-03,214,214,46.23,5.77875,27.545833,65989.0,1427.406446,2395.60735
2024-06-04,213,213,37.97,4.74625,27.276388,15753.0,32.473005,45.203932
2024-06-05,209,209,95.67,11.95875,56.08,23558.0,246.242291,420.078459
2024-06-06,215,215,2.1,0.2625,1.248888,1366.0,650.47619,1093.77302
2024-06-07,211,211,52.31,6.53875,10.280833,3549.0,67.845536,345.20549
2024-06-10,214,214,49.25,6.15625,24.968888,35451.0,719.817258,1419.806921
2024-06-11,213,213,56.9,7.1125,28.529444,32446.0,22.425308,44.725723
2024-06-12,209,209,91.36,11.42,49.511666,24588.0,269.133099,496.610233
2024-06-12,215,215,49.88,6.235,32.082777,15938.0,319.526864,496.777445
2024-06-13,209,209,51.9,6.4875,39.584444,15307.0,294.932562,386.692307
2024-06-13,215,215,41.38,5.1725,24.5625,9219.0,222.788786,375.328244
2024-06-14,211,211,60.84,7.605,7.914722,2787.0,45.808678,352.128602
2024-06-14,214,214,52.4,6.55,27.063888,23783.0,453.874045,878.77248
2024-06-17,209,209,110.75,13.84375,78.203611,28881.0,260.776523,369.305197
2024-06-18,215,215,65.26,8.1575,39.414166,15125.0,231.765246,383.745275
2024-06-19,211,211,70.57,8.82125,14.679444,2739.0,38.812526,186.587448
2024-06-19,214,214,57.61,7.20125,33.358333,41826.0,726.019788,1253.839632
2024-06-20,215,215,43.82,5.4775,32.342777,14572.0,332.542218,450.548819
2024-06-24,209,209,84.75,10.59375,63.174166,31467.0,371.292035,498.099175
2024-06-24,215,215,62.57,7.82125,50.067777,16019.0,256.01726,319.946299
2024-06-25,215,215,45.48,5.685,40.835,13780.0,302.990325,337.455614
2024-06-26,214,214,106.99,13.37375,54.590833,56206.0,525.338816,1029.58678
2024-06-28,209,209,44.09,5.51125,30.254444,13094.0,296.983442,432.795922
2024-07-01,215,215,55.63,6.95375,36.570277,13118.0,235.808017,358.706607
2024-07-02,209,209,112.84,14.105,80.407777,30898.0,273.821339,384.266312
2024-07-04,211,211,47.36,5.92,9.526111,1456.0,30.743243,152.843064
2024-07-04,214,214,94.63,11.82875,55.266111,37477.0,396.037197,678.119001
2024-07-05,209,209,32.5,4.0625,33.361944,12303.0,378.553846,368.773474
2024-07-05,215,215,20.57,2.57125,18.202222,5451.0,264.997569,299.468932
2024-07-07,211,211,3.35,0.41875,0.734722,828.0,247.164179,1126.956862
2024-07-08,209,209,98.48,12.31,61.443611,26604.0,270.146222,432.982364
2024-07-08,215,215,46.25,5.78125,41.813333,11686.0,252.67027,279.480231
2024-07-10,213,213,3.18,0.3975,1.057222,377.0,70.125786,210.930155
2024-07-11,213,213,46.89,5.86125,28.999722,44055.0,24.184261,39.103823
2024-07-12,214,214,60.13,7.51625,32.673055,55250.0,918.842507,1690.995837
2024-07-15,213,213,31.7,3.9625,8.361388,12083.0,21.419558,81.206613
2024-05-20,209,209,60.65,7.58125,34.716944,14348.0,236.570486,413.285224
2024-05-20,215,215,30.87,3.85875,28.381388,11978.0,388.014253,422.037146
2024-05-21,213,213,20.93,2.61625,10.190833,7774.0,35.069279,72.025515
2024-05-22,209,209,74.29,9.28625,44.139444,20612.0,277.453223,466.974617
2024-05-23,213,213,18.2,2.275,17.779722,8853.0,47.967033,49.10088
2024-05-27,211,211,44.48,5.56,8.719166,2372.0,53.327338,272.044367
2024-05-27,214,214,31.67,3.95875,24.545833,52781.0,1666.59299,2150.303882
2024-05-28,211,211,66.06,8.2575,13.488333,4332.0,65.576748,321.166448
2024-05-28,214,214,39.37,4.92125,25.108888,23697.0,601.905003,943.769393
2024-05-29,209,209,74.5,9.3125,60.171944,21174.0,284.214765,351.891572
2024-05-29,215,215,48.48,6.06,38.688333,13987.0,288.510726,361.53018
2024-05-30,211,211,50.97,6.37125,6.261388,2245.0,44.045516,358.546699
2024-05-30,214,214,51.16,6.395,29.416388,31895.0,623.436278,1084.259563
2024-05-31,209,209,48.63,6.07875,29.115833,17105.0,351.73761,587.481045
2024-05-31,215,215,36.69,4.58625,27.071666,14347.0,391.032979,529.963689
2024-06-02,215,215,1.6,0.2,1.936111,1062.0,663.75,548.522269
2024-06-03,215,215,55.17,6.89625,35.047222,14369.0,260.449519,409.989699
2024-06-04,214,214,45.3,5.6625,35.316388,30378.0,670.596026,860.16724
2024-06-05,213,213,12.1,1.5125,5.101111,4391.0,54.214876,128.599436
2024-06-06,209,209,0.0,0.0,1.517777,751.0,0.0,494.802596
2024-06-07,209,209,112.93,14.11625,71.057222,36512.0,323.315328,513.839395
2024-06-07,215,215,34.62,4.3275,30.910833,11871.0,342.89428,384.040119
2024-06-09,211,211,3.68,0.46,0.234722,161.0,43.75,685.917809
2024-06-10,211,211,98.5,12.3125,18.611944,4573.0,46.426395,245.702437
2024-06-11,211,211,69.59,8.69875,8.1925,3711.0,53.326627,452.975282
2024-06-11,214,214,99.05,12.38125,58.174166,58418.0,589.782937,1004.191448
2024-06-12,213,213,30.21,3.77625,10.133333,5585.0,18.735518,55.855265
2024-06-13,213,213,34.82,4.3525,7.919722,4241.0,22.257323,97.85697
2024-06-14,215,215,26.14,3.2675,25.403888,10198.0,390.130068,401.434615
2024-06-17,213,213,64.42,8.0525,25.095555,35534.0,15.290283,39.249979
2024-06-18,209,209,124.25,15.53125,68.346388,29290.0,235.734406,428.552274
2024-06-19,209,209,70.21,8.77625,54.825277,16696.0,237.800883,304.531065
2024-06-19,215,215,58.41,7.30125,34.771944,11804.0,202.088683,339.469084
2024-06-20,209,209,67.01,8.37625,40.229722,16897.0,252.156394,420.012845
2024-06-23,214,214,4.27,0.53375,2.828333,2419.0,566.510538,855.274113
2024-06-24,213,213,46.03,5.75375,22.719444,25057.0,17.054095,34.551902
2024-06-25,209,209,85.4,10.675,58.919444,27866.0,326.299765,472.95083
2024-06-26,211,211,42.31,5.28875,3.095277,1853.0,43.795792,598.654013
2024-06-26,215,215,49.2,6.15,34.2075,11906.0,241.991869,348.052327
2024-06-27,211,211,47.56,5.945,6.969722,2581.0,54.268292,370.316061
2024-06-27,214,214,79.59,9.94875,44.023055,25904.0,325.468023,588.418954
2024-06-28,213,213,10.44,1.305,4.882777,1900.0,34.67433,74.138139
2024-06-30,211,211,0.0,0.0,0.000277,21.0,0.0,75812.274368
2024-07-01,209,209,82.01,10.25125,61.445555,22014.0,268.430679,358.268388
2024-07-02,213,213,53.41,6.67625,19.965,48390.0,20.782625,55.597295
2024-07-03,211,211,43.66,5.4575,8.526388,3252.0,74.484654,381.404177
2024-07-03,214,214,100.16,12.52,62.338888,91086.0,909.404952,1461.142521
2024-07-04,209,209,59.8,7.475,33.329444,13936.0,233.043478,418.128787
2024-07-04,215,215,34.23,4.27875,37.671944,11719.0,342.360502,311.080309
2024-07-05,213,213,38.52,4.815,25.626944,14860.0,21.339564,32.075615
2024-07-07,215,215,2.78,0.3475,1.688055,728.0,261.870503,431.265568
2024-07-08,213,213,12.51,1.56375,6.835,1140.0,30.535572,55.888808
2024-07-09,211,211,63.74,7.9675,18.489166,2786.0,43.708817,150.682837
2024-07-09,214,214,74.64,9.33,49.270277,44652.0,598.231511,906.266469
2024-07-10,211,211,41.93,5.24125,5.181666,5675.0,135.344621,1095.207603
2024-07-10,214,214,61.28,7.66,37.791388,26936.0,439.556135,712.75498
2024-07-12,211,211,35.54,4.4425,4.343055,1025.0,28.840742,236.008984
2024-07-15,211,211,39.82,4.9775,6.336944,1741.0,43.721747,274.738107
2024-07-15,214,214,42.44,5.305,32.937222,42589.0,1003.510838,1293.035581
2024-07-16,209,209,122.51,15.31375,69.327777,35630.0,290.833401,513.935417
2024-07-16,215,215,29.91,3.73875,21.061666,9949.0,332.631227,472.374787
2024-07-17,213,213,9.3,1.1625,2.230277,810.0,29.892473,124.648194
2024-07-18,214,214,27.62,3.4525,21.628333,16838.0,609.630702,778.515847
2024-07-19,209,209,58.45,7.30625,28.47,9050.0,154.83319,317.878468
2024-07-22,209,209,71.11,8.88875,52.3575,18990.0,267.051047,362.698753
2024-07-23,213,213,23.88,2.985,16.762777,13477.0,28.894472,41.162631
2024-07-24,211,211,43.85,5.48125,4.840833,1725.0,39.338654,356.343629
2024-07-24,214,214,42.04,5.255,19.576944,26380.0,627.497621,1347.503471
2024-07-25,209,209,35.56,4.445,23.726666,8757.0,246.259842,369.078403
2024-07-25,215,215,21.67,2.70875,18.556111,5792.0,267.281956,312.134369
2024-07-26,213,213,5.07,0.63375,3.523055,564.0,52.465483,75.502653
2024-07-29,213,213,22.79,2.84875,9.026944,2806.0,29.223344,73.779122
2024-06-26,213,213,65.45,8.18125,35.147777,41333.0,25.500382,47.485222
2024-06-27,213,213,40.33,5.04125,13.626111,10764.0,17.902306,52.986505
2024-06-28,215,215,31.22,3.9025,26.511388,10211.0,327.065983,385.155239
2024-06-30,213,213,0.0,0.0,5.416944,8783.0,0.0,43.567
2024-07-01,211,211,68.38,8.5475,12.180833,2700.0,39.485229,221.659717
2024-07-01,214,214,44.32,5.54,24.324722,25251.0,569.742779,1038.079695
2024-07-02,215,215,66.02,8.2525,45.092222,15139.0,229.3093,335.734176
2024-07-03,213,213,49.15,6.14375,13.5025,22797.0,20.549339,74.800963
2024-07-05,211,211,34.21,4.27625,4.660833,2127.0,62.174802,456.356192
2024-07-08,211,211,59.91,7.48875,10.481666,2870.0,47.905191,273.811434
2024-07-08,214,214,83.6,10.45,60.094444,72649.0,869.007177,1208.913755
2024-07-09,213,213,6.27,0.78375,2.305,767.0,49.601276,134.924078
2024-07-10,209,209,77.95,9.74375,39.701666,19193.0,246.221937,483.430594
2024-07-11,209,209,50.97,6.37125,28.403611,12523.0,245.693545,440.894645
2024-07-11,215,215,19.36,2.42,20.545277,7013.0,362.241735,341.343657
2024-07-12,213,213,43.15,5.39375,20.174166,29884.0,19.142526,40.943452
2024-07-15,209,209,96.96,12.12,66.414444,28781.0,296.833745,433.354527
2024-07-17,211,211,36.44,4.555,5.672222,1378.0,37.815587,242.938305
2024-07-18,209,209,47.06,5.8825,30.357222,10486.0,222.821929,345.420275
2024-07-19,214,214,22.08,2.76,11.004166,23969.0,1085.552536,2178.175065
2024-07-22,211,211,33.81,4.22625,5.146388,1647.0,48.713398,320.030281
2024-07-22,214,214,25.52,3.19,13.790555,44166.0,1730.642633,3202.626725
2024-07-23,215,215,38.92,4.865,30.121944,9084.0,233.401849,301.574161
2024-07-24,209,209,42.35,5.29375,38.876111,10999.0,259.716646,282.92439
2024-07-26,211,211,36.47,4.55875,5.758888,2668.0,73.156018,463.283883
2024-07-29,215,215,43.02,5.3775,35.5525,14744.0,342.724314,414.710639
2024-07-30,209,209,110.94,13.8675,61.034166,24298.0,219.019289,398.10489
2024-07-31,215,215,44.27,5.53375,30.715833,10347.0,233.72487,336.862099
2024-08-02,209,209,44.38,5.5475,26.893055,10094.0,227.444794,375.33854
2024-08-05,213,213,13.83,1.72875,4.806111,1841.0,39.334779,113.189229
2024-08-06,209,209,98.04,12.255,62.773611,26457.0,269.859241,421.466912
2024-08-06,215,215,39.1,4.8875,31.666111,9569.0,244.731457,302.184249
2024-08-07,211,211,67.33,8.41625,13.348055,3263.0,48.462795,244.455091
2024-08-07,214,214,41.78,5.2225,22.875277,27687.0,662.685495,1210.345999
2024-08-08,213,213,35.58,4.4475,15.736111,8736.0,30.719505,69.458076
2024-08-09,209,209,52.78,6.5975,26.983333,13702.0,259.605911,507.794941
2024-08-11,215,215,2.62,0.3275,4.633888,1838.0,701.526717,396.643164
2024-08-12,214,214,59.99,7.49875,23.002222,26563.0,442.790465,1154.801479
2024-08-13,213,213,39.74,4.9675,30.599444,17309.0,34.952189,45.392982
2024-08-14,215,215,45.11,5.63875,38.546388,12473.0,276.501884,323.584144
2024-08-15,211,211,46.22,5.7775,10.127222,5281.0,114.257897,521.465807
2024-08-15,214,214,72.81,9.10125,46.2275,50322.0,691.141326,1088.572819
2024-08-16,213,213,37.25,4.65625,11.677222,8090.0,39.436242,125.800469
2024-08-19,213,213,27.88,3.485,11.0625,4221.0,42.180775,106.305085
2024-08-20,211,211,51.62,6.4525,8.353888,2965.0,57.438977,354.924557
2024-08-20,214,214,80.18,10.0225,41.579166,41097.0,512.559241,988.403663
2024-08-21,209,209,85.6,10.7,50.291111,22927.0,267.838785,455.885732
2024-08-22,215,215,48.75,6.09375,43.618611,18919.0,388.082051,433.736874
2024-08-23,214,214,44.05,5.50625,20.604722,24206.0,549.511918,1174.779256
2024-08-26,211,211,62.02,7.7525,10.801388,3244.0,52.305707,300.331772
2024-08-26,214,214,53.66,6.7075,31.153055,27113.0,505.273947,870.315928
2024-08-27,213,213,60.04,7.505,34.963055,22918.0,44.653564,76.680942
